id,name,county,province,province_code,postcode_area,type,map_reference,latitude,longitude,census_division,area_code,time_zone
25657,Three Brooks,Victoria,New Brunswick,NB,E7G,Locality,021J14,46.87391,-67.44565,Victoria,506,America/Moncton
25658,Three Brooks,Pictou,Nova Scotia,NS,B0K,Locality,011E10,45.71811,-62.78287,Pictou,902,America/Halifax
25659,Three Creeks,,Alberta,AB,T0H,Locality,084C06,56.35278,-117.08361,Division No. 17,587,America/Edmonton
25660,Three Fathom Harbour,Halifax,Nova Scotia,NS,B0J,Locality,011D11,44.65410,-63.29782,Halifax,902,America/Halifax
25661,Three Forks,Central Kootenay,British Columbia,BC,V0G,Locality,082K03,50.01667,-117.28333,Central Kootenay,250,America/Vancouver
25662,Three Hills,,Alberta,AB,T0M,Town,082P11,51.70306,-113.26861,Division No.  5,587,America/Edmonton
25663,Threehouse,,Manitoba,MB,R0B,Locality,063J13,54.86000,-99.99278,Division No. 21,204,America/Winnipeg
25664,Three Mile Plains,Hants,Nova Scotia,NS,B0N,Locality,021A16,44.96446,-64.09652,Hants,902,America/Halifax
25665,Three Mile Rock,,Newfoundland and Labrador,NL,A0K,Locality,012I04,50.00556,-57.73583,Division No.  9,709,America/St_Johns
25666,Three Tree Creek,Sunbury,New Brunswick,NB,E5L,Locality,021G10,45.70000,-66.60000,Sunbury,506,America/Moncton
25667,Three Valley,Columbia-Shuswap,British Columbia,BC,V0E,Locality,082L16,50.93333,-118.46667,Columbia-Shuswap,250,America/Vancouver
25668,Throne,,Alberta,AB,T0C,Locality,073D03,52.04889,-111.28722,Division No.  7,587,America/Edmonton
25669,Throoptown,Leeds and Grenville,Ontario,ON,K0G,Locality,031B13,44.78468,-75.67433,Leeds and Grenville,613,America/Toronto
25670,Thrums,Central Kootenay,British Columbia,BC,V1N,Locality,082F05,49.33333,-117.58333,Central Kootenay,250,America/Vancouver
25671,Thunder Bay,Niagara,Ontario,ON,L0S,Locality,030L14,42.88038,-79.03468,Niagara,289,America/Toronto
25672,Thunder Bay,Thunder Bay,Ontario,ON,P7C,City,052A06,48.40139,-89.26778,Thunder Bay,807,America/Thunder_Bay
25673,Thunder Beach,Simcoe,Ontario,ON,L9M,Locality,041A16,44.80611,-80.07611,Simcoe,705,America/Toronto
25674,Thunderbird,Kitimat-Stikine,British Columbia,BC,V8G,Locality,103I07,54.45000,-128.63333,Kitimat-Stikine,250,America/Vancouver
25675,Thunderchild,,Saskatchewan,SK,S0M,Locality,073F07,53.46676,-108.93405,Division No. 17,306,America/Regina
25676,Thunder Creek,,Saskatchewan,SK,S0H,Locality,072J10,50.65003,-106.58395,Division No.  7,306,America/Regina
25677,Thunder Hill,,Manitoba,MB,R0L,Locality,062N13,51.99722,-101.52194,Division No. 20,204,America/Winnipeg
25678,Thunderhill Junction,,Manitoba,MB,R0L,Locality,063C03,52.07667,-101.25917,Division No. 20,204,America/Winnipeg
25679,Thunder River,Thompson-Nicola,British Columbia,BC,V0E,Locality,083D03,52.23333,-119.20000,Thompson-Nicola,250,America/Vancouver
25680,Thurlow,Strathcona,British Columbia,BC,V0P,Locality,092K06,50.45000,-125.36667,Strathcona,250,America/Vancouver
25681,Thurlow,Hastings,Ontario,ON,K8N,Locality,031C03,44.18333,-77.29861,Hastings,613,America/Toronto
25682,Thurso,Papineau,Quebec,QC,J0X,City,031G11,45.60000,-75.25000,Papineau,819,America/Montreal
25683,Thurston Harbour,Skeena-Queen Charlotte,British Columbia,BC,V0T,Locality,103B13,52.83333,-131.75000,Skeena-Queen Charlotte,250,America/Vancouver
25684,Thwaites,Timiskaming,Ontario,ON,P0J,Locality,031M12,47.66734,-79.61094,Timiskaming,705,America/Toronto
25685,Thwaytes,Greater Vancouver,British Columbia,BC,V7G,Locality,092G07,49.38333,-122.88333,Greater Vancouver,778,America/Vancouver
25686,Tibbets,Bulkley-Nechako,British Columbia,BC,V0J,Locality,093K03,54.16667,-125.46667,Bulkley-Nechako,250,America/Vancouver
25687,Tibbos Hill,,Newfoundland and Labrador,NL,A0H,Locality,001M05,47.49764,-55.60426,Division No.  3,709,America/St_Johns
25688,Tiblemont,La Vallée-de-l'Or,Quebec,QC,J0Y,Locality,032C06,48.31389,-77.30833,La Vallée-de-l'Or,819,America/Montreal
25689,Ticehurst Corners,Memphrémagog,Quebec,QC,J0B,Locality,031H01,45.08111,-72.11833,Memphrémagog,819,America/Montreal
25690,Tichborne,Frontenac,Ontario,ON,K0H,Locality,031C10,44.66389,-76.67778,Frontenac,613,America/Toronto
25691,Tichfield Junction,,Saskatchewan,SK,S0L,Locality,072O06,51.27087,-107.03397,Division No.  7,306,America/Regina
25692,Tickle Cove,,Newfoundland and Labrador,NL,A0C,Locality,002C11,48.58250,-53.48139,Division No.  7,709,America/St_Johns
25693,Tickle Harbour Station,,Newfoundland and Labrador,NL,A0B,Locality,001N12,47.57694,-53.82972,Division No.  1,709,America/St_Johns
25694,Tickle Road,Guysborough,Nova Scotia,NS,B0H,Locality,011F06,45.34120,-61.02750,Guysborough,902,America/Halifax
25695,Tickles,,Newfoundland and Labrador,NL,A0B,Locality,001N04,47.15444,-53.57194,Division No.  1,709,America/St_Johns
25696,Ticouapé,Le Domaine-du-Roy,Quebec,QC,G8K,Locality,032A09,48.69417,-72.48583,Le Domaine-du-Roy,581,America/Montreal
25697,Tidal,,Manitoba,MB,R0B,Locality,054L09,58.66306,-94.12028,Division No. 23,204,America/Winnipeg
25698,Tiddville,Digby,Nova Scotia,NS,B0V,Locality,021B08,44.42122,-66.16962,Digby,902,America/Halifax
25699,Tide Head,Restigouche,New Brunswick,NB,E3N,Village,021O15,47.98360,-66.76726,Restigouche,506,America/Moncton
25700,Tidnish,Cumberland,Nova Scotia,NS,B4H,Locality,021H16,45.99367,-64.00949,Cumberland,902,America/Halifax
25701,Tidnish Bridge,Cumberland,Nova Scotia,NS,B4H,Locality,021H16,45.97802,-64.04436,Cumberland,902,America/Halifax
25702,Tidnish Cross Roads,Cumberland,Nova Scotia,NS,B4H,Locality,021H16,45.99010,-64.00856,Cumberland,902,America/Halifax
25703,Tieland,,Alberta,AB,T0G,Locality,083J16,54.79111,-114.18583,Division No. 17,587,America/Edmonton
25704,Tiffin,Simcoe,Ontario,ON,L4R,Locality,031D12,44.74736,-79.85847,Simcoe,705,America/Toronto
25705,Tiger Hills,,Saskatchewan,SK,S0K,Locality,073A14,52.91670,-105.48385,Division No. 15,306,America/Regina
25706,Tiger Lily,,Alberta,AB,T0G,Locality,083J02,54.18167,-114.77528,Division No. 13,587,America/Edmonton
25707,Tignish,Prince,Prince Edward Island,PE,C0B,Town,021I16,46.95049,-64.03358,Prince,902,America/Halifax
25708,Tignish Corner,Prince,Prince Edward Island,PE,C0B,Locality,021I16,46.94694,-64.04910,Prince,902,America/Halifax
25709,Tignish Shore,Prince,Prince Edward Island,PE,C0B,Village,021I16,46.94623,-63.99518,Prince,902,America/Halifax
25710,Tiili Landing,Columbia-Shuswap,British Columbia,BC,V0E,Locality,082L14,50.91194,-119.08306,Columbia-Shuswap,250,America/Vancouver
25711,Tika,Sept-Rivières – Caniapiscau,Quebec,QC,G0G,Locality,022I13,50.87222,-65.95667,Sept-Rivières – Caniapiscau,581,America/Montreal
25712,Tilbury,Greater Vancouver,British Columbia,BC,V4G,Locality,092G03,49.13333,-123.01667,Greater Vancouver,778,America/Vancouver
25713,Tilbury,Chatham-Kent,Ontario,ON,N0P,Locality,040J08,42.25833,-82.43194,Chatham-Kent,519,America/Toronto
25714,Tilbury Station,Essex,Ontario,ON,N0P,Locality,040J08,42.28333,-82.43333,Essex,519,America/Toronto
25715,Tilden Lake,Nipissing,Ontario,ON,P0H,Locality,031L12,46.59167,-79.63833,Nipissing,705,America/Toronto
25716,Tilley,,Alberta,AB,T0J,Hamlet,072L05,50.45222,-111.65333,Division No.  2,587,America/Edmonton
25717,Tilley,Leeds and Grenville,Ontario,ON,K0E,Locality,031B05,44.44997,-75.98763,Leeds and Grenville,613,America/Toronto
25718,Tilley Road,Gloucester,New Brunswick,NB,E8M,Locality,021P11,47.52823,-65.04978,Gloucester,506,America/Moncton
25719,Tillicum,Capital,British Columbia,BC,V9A,Locality,092B06,48.45000,-123.40000,Capital,250,America/Vancouver
25720,Tillsonburg,Oxford,Ontario,ON,N4G,Town,040I15,42.86794,-80.73070,Oxford,519,America/Toronto
25721,Tillsonburg Junction,Oxford,Ontario,ON,N4G,Locality,040I15,42.85000,-80.75000,Oxford,519,America/Toronto
25722,Tilney,,Saskatchewan,SK,S0H,Locality,072I03,50.23336,-105.40057,Division No.  7,306,America/Regina
25723,Tilston,,Manitoba,MB,R0M,Locality,062F06,49.39361,-101.31278,Division No.  5,204,America/Winnipeg
25724,Tilt Cove,,Newfoundland and Labrador,NL,A0G,Locality,002E10,49.55306,-54.72972,Division No.  8,709,America/St_Johns
25725,Tilt Cove,,Newfoundland and Labrador,NL,A0K,Town,002E13,49.88611,-55.62694,Division No.  8,709,America/St_Johns
25726,Tilting,,Newfoundland and Labrador,NL,A0G,Locality,002E09,49.69960,-54.08920,Division No.  8,709,America/St_Johns
25727,Tilton,,Newfoundland and Labrador,NL,A0A,Locality,001N11,47.62861,-53.30306,Division No.  1,709,America/St_Johns
25728,Tilts,,Newfoundland and Labrador,NL,A0B,Locality,001L16,46.79889,-54.09833,Division No.  1,709,America/St_Johns
25729,Timagami Lodge,Nipissing,Ontario,ON,P0H,Locality,041I16,46.97528,-80.04444,Nipissing,705,America/Toronto
25730,Timber Bay,,Saskatchewan,SK,S0J,Hamlet,073I04,54.16840,-105.67539,Division No. 18,306,America/Regina
25731,Timberlea,Halifax,Nova Scotia,NS,B3T,Locality,011D12,44.66239,-63.74625,Halifax,902,America/Halifax
25732,Timberlea Trail,Montréal,Quebec,QC,H9J,Locality,031H05,45.44167,-73.90167,Montréal,514,America/Montreal
25733,Timber River,Westmorland,New Brunswick,NB,E4M,Locality,021I01,46.06692,-64.05891,Westmorland,506,America/Moncton
25734,Timberton,,Manitoba,MB,R0L,Locality,062N02,51.23167,-100.95944,Division No. 16,204,America/Winnipeg
25735,Timbrell,La Tuque,Quebec,QC,G0X,Locality,031O15,47.96778,-74.76417,La Tuque,819,America/Montreal
25736,Timeu,,Alberta,AB,T0G,Locality,083J10,54.50306,-114.59194,Division No. 13,587,America/Edmonton
25737,Timmijuuvinirtalik,Nord-du-Québec,Quebec,QC,J0M,Locality,035C03,60.01361,-77.28639,Nord-du-Québec,819,America/Montreal
25738,Timmins,Cochrane,Ontario,ON,P4N,City,042A06,48.47153,-81.33132,Cochrane,705,America/Toronto
25739,Tims Harbour,,Newfoundland and Labrador,NL,A0G,Locality,002E08,49.44889,-54.48222,Division No.  8,709,America/St_Johns
25740,Tincap,Leeds and Grenville,Ontario,ON,K6V,Locality,031B12,44.61806,-75.75639,Leeds and Grenville,613,America/Toronto
25741,Tinchebray,,Alberta,AB,T0C,Locality,073D05,52.42500,-111.92861,Division No.  7,587,America/Edmonton
25742,Tingwick,Arthabaska,Quebec,QC,J0A,Village,021E13,45.88333,-71.95000,Arthabaska,819,America/Montreal
25743,Tinker,Victoria,New Brunswick,NB,E7H,Locality,021J13,46.80934,-67.76422,Victoria,506,America/Moncton
25744,Tintagel,Bulkley-Nechako,British Columbia,BC,V0J,Locality,093K04,54.20000,-125.60000,Bulkley-Nechako,250,America/Vancouver
25745,Tintern,Niagara,Ontario,ON,L0R,Locality,030M03,43.10428,-79.42132,Niagara,289,America/Toronto
25746,Tin Town,,Manitoba,MB,R0H,Locality,062J01,50.16722,-98.19389,Division No.  9,204,America/Winnipeg
25747,Tinujjaumavik,Nord-du-Québec,Quebec,QC,J0M,Locality,035K08,62.40694,-76.34472,Nord-du-Québec,819,America/Montreal
25748,Tiny,,Saskatchewan,SK,S0A,Locality,062M10,51.66666,-102.60048,Division No.  9,306,America/Regina
25749,Tioga,Simcoe,Ontario,ON,L0M,Locality,031D04,44.22528,-79.96722,Simcoe,705,America/Toronto
25750,Tionaga,Sudbury,Ontario,ON,P0M,Locality,042B01,48.08823,-82.09594,Sudbury,705,America/Toronto
25751,Tipaliit,Nord-du-Québec,Quebec,QC,J0M,Locality,024M10,59.59750,-70.69639,Nord-du-Québec,819,America/Montreal
25752,Tipaskan,,Alberta,AB,T6K,Locality,083H06,53.46250,-113.45694,Division No. 11,587,America/Edmonton
25753,Tipella,Fraser Valley,British Columbia,BC,V0M,Locality,092G09,49.73333,-122.15000,Fraser Valley,604,America/Vancouver
25754,Tipitu Pachistuwakan,Nord-du-Québec,Quebec,QC,J0Y,Locality,032M15,51.99917,-78.70972,Nord-du-Québec,819,America/Montreal
25755,Tisdale,,Saskatchewan,SK,S0E,Town,073A16,52.84905,-104.04910,Division No. 14,306,America/Regina
25756,Tisdall,Squamish-Lillooet,British Columbia,BC,V0N,Locality,092J07,50.28333,-122.86667,Squamish-Lillooet,604,America/Vancouver
25757,Titanic,,Saskatchewan,SK,S0K,Locality,073B16,52.86671,-106.43390,Division No. 15,306,America/Regina
25758,Titus,Le Val-Saint-François,Quebec,QC,J1S,Locality,021E12,45.52111,-71.98583,Le Val-Saint-François,819,America/Montreal
25759,Titusville,Kings,New Brunswick,NB,E5N,Locality,021H05,45.48567,-65.74757,Kings,506,America/Moncton
25760,Tiverton,Digby,Nova Scotia,NS,B0V,Village,021B08,44.39148,-66.21279,Digby,902,America/Halifax
25761,Tiverton,Bruce,Ontario,ON,N0G,Locality,041A05,44.26694,-81.54444,Bruce,519,America/Toronto
25762,Tl'aaniiwa'a,Alberni-Clayoquot,British Columbia,BC,V0R,Locality,092C10,48.70083,-124.95139,Alberni-Clayoquot,250,America/Vancouver
25763,Tlakmaqis,Alberni-Clayoquot,British Columbia,BC,V0R,Locality,092C13,48.97917,-125.57861,Alberni-Clayoquot,250,America/Vancouver
25764,Tlell,Skeena-Queen Charlotte,British Columbia,BC,V0T,Locality,103G12,53.56667,-131.93333,Skeena-Queen Charlotte,250,America/Vancouver
25765,Tl'esqox,Cariboo,British Columbia,BC,V0L,Locality,092O15,51.93083,-122.50278,Cariboo,250,America/Vancouver
25766,Tl'etinqox,Cariboo,British Columbia,BC,V0L,Locality,093B03,52.01361,-123.17000,Cariboo,250,America/Vancouver
25767,Tl'isnachis,Alberni-Clayoquot,British Columbia,BC,V0R,Locality,092C14,48.90000,-125.01667,Alberni-Clayoquot,250,America/Vancouver
25768,Tl'itsnit,Alberni-Clayoquot,British Columbia,BC,V0R,Locality,092C15,48.90000,-124.98333,Alberni-Clayoquot,250,America/Vancouver
25769,Tloohat-a,Alberni-Clayoquot,British Columbia,BC,V0R,Locality,092C10,48.69361,-124.93611,Alberni-Clayoquot,250,America/Vancouver
25770,Toad River,Northern Rockies,British Columbia,BC,V0C,Locality,094K14,58.85000,-125.23333,Northern Rockies,250,America/Fort_Nelson
25771,Toanche,Simcoe,Ontario,ON,L9M,Locality,031D13,44.80889,-79.94889,Simcoe,705,America/Toronto
25772,Tobacco Lake,Manitoulin,Ontario,ON,P0P,Locality,041G16,45.85436,-82.43490,Manitoulin,705,America/Toronto
25773,Tobermory,Bruce,Ontario,ON,N0H,Locality,041H05,45.25382,-81.66462,Bruce,519,America/Toronto
25774,Tobey,,Saskatchewan,SK,S0J,Locality,073G10,53.53338,-106.88390,Division No. 16,306,America/Regina
25775,Tobiano,Thompson-Nicola,British Columbia,BC,V1S,Locality,092I10,50.73944,-120.69917,Thompson-Nicola,250,America/Vancouver
25776,Tobin Lake,,Saskatchewan,SK,S0E,Village,063E12,53.51504,-103.72777,Division No. 14,306,America/Regina
25777,Tobique Narrows,Victoria,New Brunswick,NB,E7H,Locality,021J13,46.78830,-67.68899,Victoria,506,America/Moncton
25778,Toby Creek,East Kootenay,British Columbia,BC,V0A,Locality,082K08,50.33333,-116.41667,East Kootenay,250,America/Edmonton
25779,Tochty,East Kootenay,British Columbia,BC,V0B,Locality,082G04,49.20000,-115.98333,East Kootenay,250,America/Edmonton
25780,Tod Creek,,Alberta,AB,T0K,Locality,082G16,49.76639,-114.28083,Division No.  3,587,America/Edmonton
25781,Todds Island,Halifax,Nova Scotia,NS,B3Z,Locality,011D12,44.68079,-63.90901,Halifax,902,America/Halifax
25782,Tofield,,Alberta,AB,T0B,Town,083H07,53.37083,-112.66583,Division No. 10,587,America/Edmonton
25783,Tofino,Alberni-Clayoquot,British Columbia,BC,V0R,Municipality,092F04,49.15235,-125.90255,Alberni-Clayoquot,250,America/Vancouver
25784,Togo,,Saskatchewan,SK,S0A,Village,062N05,51.40260,-101.58237,Division No.  9,306,America/Regina
25785,Toimela,Thunder Bay,Ontario,ON,P7G,Locality,052A11,48.55013,-89.39266,Thunder Bay,807,America/Toronto
25786,Toketic,Thompson-Nicola,British Columbia,BC,V0K,Locality,092I11,50.53333,-121.28333,Thompson-Nicola,250,America/Vancouver
25787,Toledo,Leeds and Grenville,Ontario,ON,K0E,Locality,031B12,44.74028,-75.99306,Leeds and Grenville,613,America/Toronto
25788,Tolland,,Alberta,AB,T0B,Locality,073E02,53.14861,-110.64056,Division No. 10,587,America/Edmonton
25789,Tollendal,Simcoe,Ontario,ON,L4N,Locality,031D05,44.37349,-79.64838,Simcoe,705,America/Toronto
25790,Tollgate,Oxford,Ontario,ON,N4S,Locality,040P02,43.15917,-80.77500,Oxford,519,America/Toronto
25791,Tolman,,Alberta,AB,T0M,Locality,082P14,51.83556,-113.02028,Division No.  5,587,America/Edmonton
25792,Tolmie,Bruce,Ontario,ON,N0H,Locality,041A11,44.63098,-81.21458,Bruce,519,America/Toronto
25793,Tolmies Corners,Stormont Dundas and Glengarry,Ontario,ON,K0C,Locality,031G02,45.23562,-74.94903,Stormont Dundas and Glengarry,613,America/Toronto
25794,Tolsmaville,Manitoulin,Ontario,ON,P0P,Locality,041G14,45.95762,-83.32098,Manitoulin,705,America/Toronto
25795,Tolsta,Le Granit,Quebec,QC,G0Y,Locality,021E11,45.65722,-71.22083,Le Granit,819,America/Montreal
25796,Tolstad,,Alberta,AB,T0H,Locality,083M02,55.01750,-118.55222,Division No. 18,587,America/Edmonton
25797,Tolstoi,,Manitoba,MB,R0A,Locality,062H02,49.07444,-96.81111,Division No.  2,204,America/Winnipeg
25798,Tomahawk,,Alberta,AB,T0E,Locality,083G07,53.39611,-114.76333,Division No. 11,587,America/Edmonton
25799,Tomahawk Lake,Kings,Nova Scotia,NS,B0P,Locality,021A15,44.88570,-64.74910,Kings,902,America/Halifax
25800,Tomawapocokanan,La Tuque,Quebec,QC,G0X,Locality,032B07,48.35389,-74.64111,La Tuque,819,America/Montreal
25801,Tomelin Bluffs,Muskoka,Ontario,ON,P0B,Locality,031E06,45.27322,-79.44859,Muskoka,705,America/Toronto
25802,Tomifobia,Memphrémagog,Quebec,QC,J0B,Locality,031H01,45.06000,-72.13361,Memphrémagog,819,America/Montreal
25803,Tomiko,Nipissing,Ontario,ON,P0H,Locality,031L11,46.56823,-79.41099,Nipissing,705,America/Toronto
25804,Tomkinsville,Cape Breton,Nova Scotia,NS,B1E,Locality,011K01,46.17922,-60.02990,Cape Breton,902,America/Glace_Bay
25805,Tom Longboat Corners,Brant,Ontario,ON,N3W,Locality,040P01,43.08222,-80.04250,Brant,289,America/Toronto
25806,Tompkins,,Saskatchewan,SK,S0N,Village,072K02,50.06246,-108.79217,Division No.  8,306,America/Regina
25807,Tom-Rule's Ground,Minganie – Le Golfe-du-Saint-Laurent,Quebec,QC,G0G,Locality,012P05,51.46972,-57.93722,Minganie – Le Golfe-du-Saint-Laurent,581,America/Montreal
25808,Tomslake,Peace River,British Columbia,BC,V0C,Locality,093P09,55.55000,-120.08333,Peace River,250,America/Dawson_Creek
25809,Toms Savannah,Digby,Nova Scotia,NS,B0W,Locality,021A05,44.26784,-65.75491,Digby,902,America/Halifax
25810,Tomstown,Timiskaming,Ontario,ON,P0J,Locality,031M13,47.79722,-79.75444,Timiskaming,705,America/Toronto
25811,Tondern,Algoma,Ontario,ON,P0M,Locality,042F06,49.31222,-85.00667,Algoma,705,America/Toronto
25812,Toney Mills,Pictou,Nova Scotia,NS,B0K,Locality,011E15,45.75754,-62.90807,Pictou,902,America/Halifax
25813,Toney River,Pictou,Nova Scotia,NS,B0K,Locality,011E15,45.77219,-62.89592,Pictou,902,America/Halifax
25814,Toniata,,Manitoba,MB,R0E,Locality,052E11,49.71472,-95.23167,Division No.  1,204,America/Winnipeg
25815,Tonkas,Sept-Rivières – Caniapiscau,Quebec,QC,G0G,Locality,022P04,51.02167,-65.85222,Sept-Rivières – Caniapiscau,581,America/Montreal
25816,Tonkin,,Saskatchewan,SK,S3N,Locality,062M01,51.21667,-102.26714,Division No.  9,306,America/Regina
25817,Toogood Arm,,Newfoundland and Labrador,NL,A0G,Locality,002E10,49.62944,-54.60833,Division No.  8,709,America/St_Johns
25818,Tootinaowaziibeeng,,Manitoba,MB,R0L,Locality,062N02,51.22694,-100.96655,Division No. 16,204,America/Winnipeg
25819,Topcliff,Grey,Ontario,ON,N0C,Locality,041A02,44.18111,-80.66739,Grey,519,America/Toronto
25820,Tophet,Sudbury,Ontario,ON,P0M,Locality,041O11,47.67998,-83.10874,Sudbury,705,America/Toronto
25821,Topland,,Alberta,AB,T0G,Locality,083J07,54.37056,-114.95250,Division No. 13,587,America/Edmonton
25822,Topley,Bulkley-Nechako,British Columbia,BC,V0J,Locality,093L09,54.50000,-126.30000,Bulkley-Nechako,250,America/Vancouver
25823,Topley Landing,Bulkley-Nechako,British Columbia,BC,V0J,Locality,093L16,54.80000,-126.13333,Bulkley-Nechako,250,America/Vancouver
25824,Topping,Perth,Ontario,ON,N0K,Locality,040P10,43.50139,-80.87861,Perth,519,America/Toronto
25825,Topsail,,Newfoundland and Labrador,NL,A1W,Locality,001N10,47.54028,-52.91806,Division No.  1,709,America/St_Johns
25826,Torbay,,Newfoundland and Labrador,NL,A1K,Town,001N10,47.65913,-52.75317,Division No.  1,709,America/St_Johns
25827,Tor Bay,Guysborough,Nova Scotia,NS,B0H,Locality,011F03,45.19291,-61.35866,Guysborough,902,America/Halifax
25828,Torbrook,Annapolis,Nova Scotia,NS,B0P,Locality,021A15,44.91401,-64.97733,Annapolis,902,America/Halifax
25829,Torbrook East,Kings,Nova Scotia,NS,B0P,Locality,021A15,44.93087,-64.91879,Kings,902,America/Halifax
25830,Torbrook Mines,Annapolis,Nova Scotia,NS,B0P,Locality,021A15,44.92840,-64.96690,Annapolis,902,America/Halifax
25831,Torbrook West,Annapolis,Nova Scotia,NS,B0P,Locality,021A14,44.90681,-64.99911,Annapolis,902,America/Halifax
25832,Torch River,,Saskatchewan,SK,S0J,Locality,073H09,53.61672,-104.15045,Division No. 14,306,America/Regina
25833,Torlea,,Alberta,AB,T0B,Locality,073E04,53.13722,-111.93139,Division No. 10,587,America/Edmonton
25834,Tormore,York,Ontario,ON,L4H,Locality,030M13,43.84889,-79.69528,York,289,America/Toronto
25835,Tornea,,Saskatchewan,SK,S0A,Locality,062M13,51.88333,-103.71718,Division No. 10,306,America/Regina
25836,Toronto,Toronto,Ontario,ON,M3B,City,030M11,43.74170,-79.37330,Toronto,416,America/Toronto
25837,Toronto,Queens,Prince Edward Island,PE,C0A,Locality,011L06,46.45247,-63.37997,Queens,902,America/Halifax
25838,Torquay,,Saskatchewan,SK,S0C,Village,062E03,49.14032,-103.48710,Division No.  2,306,America/Regina
25839,Torrance,Muskoka,Ontario,ON,P1P,Locality,031D13,44.99500,-79.56861,Muskoka,705,America/Toronto
25840,Torrent,East Kootenay,British Columbia,BC,V0A,Locality,082G13,50.00000,-115.80000,East Kootenay,250,America/Edmonton
25841,Torrington,,Alberta,AB,T0M,Locality,082P13,51.79139,-113.60583,Division No.  5,587,America/Edmonton
25842,Torryburn,Kings,New Brunswick,NB,E2E,Locality,021G08,45.34871,-66.01680,Kings,506,America/Moncton
25843,Tory Hill,Haliburton,Ontario,ON,K0L,Locality,031D16,44.97222,-78.27417,Haliburton,705,America/Toronto
25844,Toslow,,Newfoundland and Labrador,NL,A0B,Locality,001M08,47.39361,-54.48778,Division No.  2,709,America/St_Johns
25845,Tothill,,Alberta,AB,T1B,Locality,072E09,49.73333,-110.45000,Division No.  1,587,America/Edmonton
25846,Totnes,,Saskatchewan,SK,S0L,Locality,072N07,51.33338,-108.51738,Division No.  8,306,America/Regina
25847,Tottenham,Simcoe,Ontario,ON,L0G,Locality,031D04,44.02306,-79.80472,Simcoe,705,America/Toronto
25848,Totzke,,Saskatchewan,SK,S0K,Locality,073A05,52.28337,-105.66723,Division No. 15,306,America/Regina
25849,Touchwood,,Saskatchewan,SK,S0G,Locality,072P08,51.35004,-104.15054,Division No. 10,306,America/Regina
25850,Touraine,Gatineau,Quebec,QC,J8T,Locality,031G05,45.47778,-75.73139,Gatineau,819,America/Montreal
25851,Tour-Bois-Blanc,Sept-Rivières – Caniapiscau,Quebec,QC,G0H,Locality,022J03,50.02722,-67.00556,Sept-Rivières – Caniapiscau,581,America/Montreal
25852,Tour-Boissinot,Sept-Rivières – Caniapiscau,Quebec,QC,G0G,Locality,022N09,51.61306,-68.07778,Sept-Rivières – Caniapiscau,581,America/Montreal
25853,Tour-Butney,Témiscamingue,Quebec,QC,J0Z,Locality,031L15,46.81556,-78.77111,Témiscamingue,819,America/Montreal
25854,Tour-Chicotte,Minganie – Le Golfe-du-Saint-Laurent,Quebec,QC,G0G,Locality,012E06,49.43889,-63.10694,Minganie – Le Golfe-du-Saint-Laurent,581,America/Montreal
25855,Tour-de-Jupiter,Minganie – Le Golfe-du-Saint-Laurent,Quebec,QC,G0G,Locality,012E11,49.53944,-63.34722,Minganie – Le Golfe-du-Saint-Laurent,581,America/Montreal
25856,Tour-de-la-Rivière-à-l'Huile,Minganie – Le Golfe-du-Saint-Laurent,Quebec,QC,G0G,Locality,012E13,49.80500,-63.62194,Minganie – Le Golfe-du-Saint-Laurent,581,America/Montreal
25857,Tour-des-Hauteurs,Rimouski-Neigette,Quebec,QC,G0K,Locality,022B04,48.03056,-67.95556,Rimouski-Neigette,581,America/Montreal
25858,Tour-des-Lacs-George,Témiscamingue,Quebec,QC,J0Z,Locality,031L15,46.76167,-78.76222,Témiscamingue,819,America/Montreal
25859,Tour-du-Cinquante-Milles,Sept-Rivières – Caniapiscau,Quebec,QC,G4R,Locality,022G14,49.76500,-67.45694,Sept-Rivières – Caniapiscau,581,America/Montreal
25860,Tour-du-Lac-Orignal,Minganie – Le Golfe-du-Saint-Laurent,Quebec,QC,G0G,Locality,012E11,49.71194,-63.21222,Minganie – Le Golfe-du-Saint-Laurent,581,America/Montreal
25861,Tour-du-Nord,La Côte-de-Beaupré,Quebec,QC,G0A,Locality,021M03,47.16389,-71.18389,La Côte-de-Beaupré,581,America/Montreal
25862,Tourelle,La Haute-Gaspésie,Quebec,QC,G4V,Locality,022G01,49.15972,-66.40556,La Haute-Gaspésie,581,America/Montreal
25863,Tour-Fraser,Manicouagan,Quebec,QC,G4Z,Locality,022F15,49.81472,-68.69417,Manicouagan,581,America/Montreal
25864,Tour-Galienne,Sept-Rivières – Caniapiscau,Quebec,QC,G4R,Locality,022J02,50.22083,-66.70139,Sept-Rivières – Caniapiscau,581,America/Montreal
25865,Tour-Maher,Manicouagan,Quebec,QC,G0H,Locality,022G05,49.31167,-67.94972,Manicouagan,581,America/Montreal
25866,Tourond,,Manitoba,MB,R0A,Locality,062H10,49.54778,-96.98111,Division No.  2,204,America/Winnipeg
25867,Tour-Patapédia,La Mitis,Quebec,QC,G0J,Locality,022B04,48.17056,-67.63917,La Mitis,581,America/Montreal
25868,Tour-Rita,Sept-Rivières – Caniapiscau,Quebec,QC,G4R,Locality,022J10,50.56917,-66.56500,Sept-Rivières – Caniapiscau,581,America/Montreal
