topic,topic_num,titles,urls,lat,long,category,image_urls
car wheel vehicl engin drive rear litr model,5,['Revived Ford Mustang Mach 1 pays homage to heritage'],['https://www.thestar.com/autos/opinion/2020/06/26/revived-ford-mustang-mach-1-pays-homage-to-heritage.html'],22.283075,114.13661,business,['https://www.thestar.com/autos/opinion/2020/06/26/revived-ford-mustang-mach-1-pays-homage-to-heritage.html']
car wheel vehicl engin drive rear litr model,5,"['After 25 years, the Ford Bronco is back']",['https://www.ctvnews.ca/sports/after-25-years-the-ford-bronco-is-back-1.5023671'],0.0,0.0,business,['https://www.ctvnews.ca/sports/after-25-years-the-ford-bronco-is-back-1.5023671']
mask wear face cover mandatori public,6,['Get ready to mask up in Algoma District'],['https://northernontario.ctvnews.ca/get-ready-to-mask-up-in-algoma-district-1.5022404'],44.610784100000004,-87.4387358,covid-19,['https://northernontario.ctvnews.ca/get-ready-to-mask-up-in-algoma-district-1.5022404']
mask wear face cover mandatori public,6,"['Video calls, separate bedrooms: Bolsonaro’s first COVID week']",['https://www.therecord.com/ts/news/world/americas/2020/07/11/video-calls-separate-bedrooms-bolsonaros-first-covid-week.html'],-10.333333300000001,-53.2,covid-19,['https://www.therecord.com/ts/news/world/americas/2020/07/11/video-calls-separate-bedrooms-bolsonaros-first-covid-week.html']
mask wear face cover mandatori public,6,['Opinion: Why the fuss about wearing a mask? – Chilliwack Progress'],['https://www.theprogress.com/opinion/opinion-why-the-fuss-about-wearing-a-mask/'],55.001251,-125.00244099999999,covid-19,['https://www.theprogress.com/opinion/opinion-why-the-fuss-about-wearing-a-mask/']
mask wear face cover mandatori public,6,['California governor outlines strict guidelines for schools'],['https://www.thestar.com/news/world/us/2020/07/17/california-governor-outlines-strict-guidelines-for-schools.html'],36.7014631,-118.75599740000001,covid-19,['https://www.thestar.com/news/world/us/2020/07/17/california-governor-outlines-strict-guidelines-for-schools.html']
mask wear face cover mandatori public,6,"['Sexologist likens face mask debate to condom debate: What can we learn from it? – Maple Ridge News', ""U of T lab results finds coating on mask 'deactivates' 99% of SARS-CoV-2 virus""]","['https://www.mapleridgenews.com/trending-now/sexologist-likens-face-mask-debate-to-condom-debate-what-can-we-learn-from-it/', 'https://torontosun.com/news/national/u-of-t-lab-results-finds-coating-on-mask-deactivates-99-of-sars-cov-2-virus']",61.0666922,-107.9917071,covid-19,"['https://www.mapleridgenews.com/trending-now/sexologist-likens-face-mask-debate-to-condom-debate-what-can-we-learn-from-it/', 'https://torontosun.com/news/national/u-of-t-lab-results-finds-coating-on-mask-deactivates-99-of-sars-cov-2-virus']"
mask wear face cover mandatori public,6,['Anti-masker who went on racist tirade at T&T Supermarket surrenders'],['https://torontosun.com/news/local-news/anti-masker-who-went-on-racist-tirade-at-tt-supermarket-surrenders'],35.000074,104.999927,covid-19,['https://torontosun.com/news/local-news/anti-masker-who-went-on-racist-tirade-at-tt-supermarket-surrenders']
mask wear face cover mandatori public,6,"['Halifax Transit strongly encourages mask use on buses, but some say it’s not enough']",['https://www.therecord.com/ts/news/canada/2020/07/10/halifax-transit-strongly-encourages-mask-use-on-buses-but-some-say-its-not-enough.html'],37.2767726,-82.5790436,covid-19,['https://www.therecord.com/ts/news/canada/2020/07/10/halifax-transit-strongly-encourages-mask-use-on-buses-but-some-say-its-not-enough.html']
mask wear face cover mandatori public,6,"['UK, France move to extend rules on face coverings in public', 'France says ‘merci’ to virus heroes on poignant Bastille Day']","['https://www.therecord.com/ts/news/world/europe/2020/07/14/uk-demands-the-public-wear-face-coverings-in-shops.html', 'https://www.therecord.com/ts/news/world/europe/2020/07/14/france-celebrates-virus-heroes-on-redesigned-bastille-day.html']",46.603353999999996,1.8883334999999999,covid-19,"['https://www.therecord.com/ts/news/world/europe/2020/07/14/uk-demands-the-public-wear-face-coverings-in-shops.html', 'https://www.therecord.com/ts/news/world/europe/2020/07/14/france-celebrates-virus-heroes-on-redesigned-bastille-day.html']"
mask wear face cover mandatori public,6,"['Face masks will soon be mandatory onboard GO Transit vehicles, including UP Express']",['https://toronto.ctvnews.ca/face-masks-will-soon-be-mandatory-onboard-go-transit-vehicles-including-up-express-1.5028655'],51.42936555,0.10139469856643134,covid-19,['https://toronto.ctvnews.ca/face-masks-will-soon-be-mandatory-onboard-go-transit-vehicles-including-up-express-1.5028655']
mask wear face cover mandatori public,6,['Free fabric masks handed out at Cambridge Memorial Hospital'],['https://www.therecord.com/news/waterloo-region/2020/07/12/free-fabric-masks-handed-out-at-cambridge-memorial-hospital.html'],-80.486177,43.448732,covid-19,['https://www.therecord.com/news/waterloo-region/2020/07/12/free-fabric-masks-handed-out-at-cambridge-memorial-hospital.html']
mask wear face cover mandatori public,6,"['Someone is auctioning off more than 50 life-sized, animatronic dinosaurs in B.C.']",['https://bc.ctvnews.ca/someone-is-auctioning-off-more-than-50-life-sized-animatronic-dinosaurs-in-b-c-1.5025185'],48.360464799999995,6.3258262,covid-19,['https://bc.ctvnews.ca/someone-is-auctioning-off-more-than-50-life-sized-animatronic-dinosaurs-in-b-c-1.5025185']
mask wear face cover mandatori public,6,['Man killed by police after mask dispute at Michigan store'],['https://www.therecord.com/ts/news/world/us/2020/07/14/man-killed-by-police-after-mask-dispute-at-michigan-store.html'],43.6211955,-84.6824346,covid-19,['https://www.therecord.com/ts/news/world/us/2020/07/14/man-killed-by-police-after-mask-dispute-at-michigan-store.html']
mask wear face cover mandatori public,6,['Man fatally shot following mask dispute opened fire on OPP: Sources'],['https://torontosun.com/news/provincial/man-fatally-shot-following-mask-dispute-opened-fire-on-opp-sources'],52.288104499999996,8.9168852,covid-19,['https://torontosun.com/news/provincial/man-fatally-shot-following-mask-dispute-opened-fire-on-opp-sources']
mask wear face cover mandatori public,6,['Volunteers discover a trunk of treasures at historic New Brunswick site'],['https://atlantic.ctvnews.ca/volunteers-discover-a-trunk-of-treasures-at-historic-new-brunswick-site-1.5025619'],39.830767,-84.923802,covid-19,['https://atlantic.ctvnews.ca/volunteers-discover-a-trunk-of-treasures-at-historic-new-brunswick-site-1.5025619']
mask wear face cover mandatori public,6,"[""'GET YOUR A** COVERED': 'Karen' scolds woman wearing bikini at beach""]",['https://torontosun.com/news/weird/get-your-a-covered-karen-scolds-woman-wearing-bikini-at-beach'],40.7127281,-74.0060152,covid-19,['https://torontosun.com/news/weird/get-your-a-covered-karen-scolds-woman-wearing-bikini-at-beach']
mask wear face cover mandatori public,6,"['Patients, visitors will be required to wear masks in N.S. health-care facilities', 'N.S. to ease visitor restrictions at long-term care homes, make masks mandatory on public transit']","['https://atlantic.ctvnews.ca/patients-visitors-will-be-required-to-wear-masks-in-n-s-health-care-facilities-1.5028697', 'https://atlantic.ctvnews.ca/n-s-to-ease-visitor-restrictions-at-long-term-care-homes-make-masks-mandatory-on-public-transit-1.5028332']",45.1960403,-63.1653789,covid-19,"['https://atlantic.ctvnews.ca/patients-visitors-will-be-required-to-wear-masks-in-n-s-health-care-facilities-1.5028697', 'https://atlantic.ctvnews.ca/n-s-to-ease-visitor-restrictions-at-long-term-care-homes-make-masks-mandatory-on-public-transit-1.5028332']"
mask wear face cover mandatori public,6,"['Ontario car dealership apologizes after seemingly obvious advertising mistake', 'Health unit in Timmins makes masks mandatory as province moves to Stage 3 reopening', 'Ontario will not make it mandatory to wear masks or face coverings']","['https://toronto.ctvnews.ca/ontario-car-dealership-apologizes-after-seemingly-obvious-advertising-mistake-1.5027286', 'https://northernontario.ctvnews.ca/health-unit-in-timmins-makes-masks-mandatory-as-province-moves-to-stage-3-reopening-1.5025636', 'https://toronto.ctvnews.ca/ontario-will-not-make-it-mandatory-to-wear-masks-or-face-coverings-1.4985945']",50.000678,-86.000977,covid-19,"['https://toronto.ctvnews.ca/ontario-car-dealership-apologizes-after-seemingly-obvious-advertising-mistake-1.5027286', 'https://northernontario.ctvnews.ca/health-unit-in-timmins-makes-masks-mandatory-as-province-moves-to-stage-3-reopening-1.5025636', 'https://toronto.ctvnews.ca/ontario-will-not-make-it-mandatory-to-wear-masks-or-face-coverings-1.4985945']"
mask wear face cover mandatori public,6,"['Face masks an important tool, but shouldn’t be mandatory in Sask.: Microbiologist', 'The date full transit service will resume in Winnipeg', 'Ottawa Public Health asks employees to wear masks in areas where they can be maskless', 'Controversial Kenora loitering bylaw targets homeless, Indigenous people, activist says', 'Ottawa and area businesses selling face masks during COVID-19 pandemic']","['http://saskatoon.ctvnews.ca/face-masks-an-important-tool-but-shouldn-t-be-mandatory-in-sask-microbiologist-1.5027794', 'https://winnipeg.ctvnews.ca/the-date-full-transit-service-will-resume-in-winnipeg-1.5028305', 'https://ottawa.ctvnews.ca/ottawa-public-health-asks-employees-to-wear-masks-in-areas-where-they-can-be-maskless-1.5028747', 'https://winnipeg.ctvnews.ca/controversial-kenora-loitering-bylaw-targets-homeless-indigenous-people-activist-says-1.5027526', 'https://ottawa.ctvnews.ca/ottawa-and-area-businesses-selling-face-masks-during-covid-19-pandemic-1.4906261']",45.421106,-75.690308,covid-19,"['http://saskatoon.ctvnews.ca/face-masks-an-important-tool-but-shouldn-t-be-mandatory-in-sask-microbiologist-1.5027794', 'https://winnipeg.ctvnews.ca/the-date-full-transit-service-will-resume-in-winnipeg-1.5028305', 'https://ottawa.ctvnews.ca/ottawa-public-health-asks-employees-to-wear-masks-in-areas-where-they-can-be-maskless-1.5028747', 'https://winnipeg.ctvnews.ca/controversial-kenora-loitering-bylaw-targets-homeless-indigenous-people-activist-says-1.5027526', 'https://ottawa.ctvnews.ca/ottawa-and-area-businesses-selling-face-masks-during-covid-19-pandemic-1.4906261']"
mask wear face cover mandatori public,6,['Public health unit warning of fake face mask exemption cards'],['http://guelph.ctvnews.ca/public-health-unit-warning-of-fake-face-mask-exemption-cards-1.5025497'],44.58306760000001,-75.7942953,covid-19,['http://guelph.ctvnews.ca/public-health-unit-warning-of-fake-face-mask-exemption-cards-1.5025497']
mask wear face cover mandatori public,6,"['TikTok video shows Sault teen buying alcohol in LCBO dressed as senior, wearing mask']",['https://northernontario.ctvnews.ca/tiktok-video-shows-sault-teen-buying-alcohol-in-lcbo-dressed-as-senior-wearing-mask-1.5028708'],48.8745529,2.3890986,covid-19,['https://northernontario.ctvnews.ca/tiktok-video-shows-sault-teen-buying-alcohol-in-lcbo-dressed-as-senior-wearing-mask-1.5028708']
mask wear face cover mandatori public,6,"[""Montreal bus driver says he no longer disinfects bus, makes unfounded claim that COVID-19 is 'a false pandemic'"", ""Nearly half of Canadians aren't keen on wearing masks: Study""]","['https://montreal.ctvnews.ca/montreal-bus-driver-says-he-no-longer-disinfects-bus-makes-unfounded-claim-that-covid-19-is-a-false-pandemic-1.5017181', 'https://torontosun.com/news/national/canadians-increasingly-afraid-of-contracting-covid-19-study-says']",52.4760892,-71.8258668,covid-19,"['https://montreal.ctvnews.ca/montreal-bus-driver-says-he-no-longer-disinfects-bus-makes-unfounded-claim-that-covid-19-is-a-false-pandemic-1.5017181', 'https://torontosun.com/news/national/canadians-increasingly-afraid-of-contracting-covid-19-study-says']"
mask wear face cover mandatori public,6,['‘Vanity Fair’ cover shot by Black photographer for first time'],['https://www.thestar.com/entertainment/2020/07/15/vanity-fair-cover-shot-by-black-photographer-for-first-time.html'],41.7962409,-71.59923719999999,covid-19,['https://www.thestar.com/entertainment/2020/07/15/vanity-fair-cover-shot-by-black-photographer-for-first-time.html']
mask wear face cover mandatori public,6,['Fashion face-ward: Calgary designers create some stylish PPE'],['https://calgary.ctvnews.ca/fashion-face-ward-calgary-designers-create-some-stylish-ppe-1.5026059'],-1.9646631,30.064435800000002,covid-19,['https://calgary.ctvnews.ca/fashion-face-ward-calgary-designers-create-some-stylish-ppe-1.5026059']
mask wear face cover mandatori public,6,"['Surrey student makes hundreds of face masks, donates $2,700 to local hospitals – North Delta Reporter']",['https://www.northdeltareporter.com/community/surrey-student-makes-hundreds-of-face-masks-donates-2700-to-local-hospitals/'],49.25481625000001,-122.91095060699377,covid-19,['https://www.northdeltareporter.com/community/surrey-student-makes-hundreds-of-face-masks-donates-2700-to-local-hospitals/']
mask wear face cover mandatori public,6,"[""What you need to know about Toronto's mandatory mask policy"", 'Mandatory masks a major adjustment for senior population', ""Campaign encourages Toronto shoppers to stay a 'Hanks' apart"", ""'MY IQ IS 195': Video of 'Karen' at Toronto anti-mask protest goes viral"", 'Masks will be mandatory on GO Transit vehicles starting Tuesday']","['https://toronto.ctvnews.ca/what-you-need-to-know-about-toronto-s-mandatory-mask-policy-1.5006032', 'https://torontosun.com/news/local-news/mandatory-masks-a-major-adjustment-for-senior-population', 'https://torontosun.com/news/local-news/campaign-encourages-toronto-shoppers-to-stay-a-hanks-apart', 'https://torontosun.com/news/local-news/my-iq-is-195-video-of-karen-at-toronto-anti-mask-protest-goes-viral', 'https://www.thestar.com/news/gta/2020/07/17/masks-will-be-mandatory-on-go-transit-vehicles-starting-tuesday.html']",43.6534817,-79.38393470000001,covid-19,"['https://toronto.ctvnews.ca/what-you-need-to-know-about-toronto-s-mandatory-mask-policy-1.5006032', 'https://torontosun.com/news/local-news/mandatory-masks-a-major-adjustment-for-senior-population', 'https://torontosun.com/news/local-news/campaign-encourages-toronto-shoppers-to-stay-a-hanks-apart', 'https://torontosun.com/news/local-news/my-iq-is-195-video-of-karen-at-toronto-anti-mask-protest-goes-viral', 'https://www.thestar.com/news/gta/2020/07/17/masks-will-be-mandatory-on-go-transit-vehicles-starting-tuesday.html']"
mask wear face cover mandatori public,6,"[""WHO 'concerned' about pneumonia cases in Turkmenistan""]",['https://www.ctvnews.ca/health/who-concerned-about-pneumonia-cases-in-turkmenistan-1.5025408'],39.376380700000006,59.392460899999996,covid-19,['https://www.ctvnews.ca/health/who-concerned-about-pneumonia-cases-in-turkmenistan-1.5025408']
mask wear face cover mandatori public,6,"['He invented the N95 mask filter. When coronavirus hit he was called to help once again', 'Community Panel debates regional move to mandatory masking']","['https://www.ctvnews.ca/health/coronavirus/he-invented-the-n95-mask-filter-when-coronavirus-hit-he-was-called-to-help-once-again-1.5027093', 'https://www.therecord.com/news/waterloo-region/2020/07/11/community-panel-debates-regional-move-to-mandatory-masking.html']",45.189584499999995,-88.73215845,covid-19,"['https://www.ctvnews.ca/health/coronavirus/he-invented-the-n95-mask-filter-when-coronavirus-hit-he-was-called-to-help-once-again-1.5027093', 'https://www.therecord.com/news/waterloo-region/2020/07/11/community-panel-debates-regional-move-to-mandatory-masking.html']"
mask wear face cover mandatori public,6,"[""A third of Canadians 'rarely' wear face masks, poll finds""]",['https://bc.ctvnews.ca/a-third-of-canadians-rarely-wear-face-masks-poll-finds-1.5027899'],49.2608724,-123.11395290000002,covid-19,['https://bc.ctvnews.ca/a-third-of-canadians-rarely-wear-face-masks-poll-finds-1.5027899']
mask wear face cover mandatori public,6,['Masks mandatory in enclosed public spaces in Waterloo Region starting Monday'],['https://www.therecord.com/news/waterloo-region/2020/07/12/masks-mandatory-in-enclosed-public-spaces-in-waterloo-region-starting-monday.html'],43.4586422,-80.5194113,covid-19,['https://www.therecord.com/news/waterloo-region/2020/07/12/masks-mandatory-in-enclosed-public-spaces-in-waterloo-region-starting-monday.html']
mask wear face cover mandatori public,6,['Mackie issues mandatory mask instructions as London city council considers mask bylaw'],['https://london.ctvnews.ca/mackie-issues-mandatory-mask-instructions-as-london-city-council-considers-mask-bylaw-1.5028593'],51.5156177,-0.0919983,covid-19,['https://london.ctvnews.ca/mackie-issues-mandatory-mask-instructions-as-london-city-council-considers-mask-bylaw-1.5028593']
mask wear face cover mandatori public,6,['Masks in Waterloo Region: What you need to know as we head into Stage 3'],['https://kitchener.ctvnews.ca/masks-in-waterloo-region-what-you-need-to-know-as-we-head-into-stage-3-1.5027300'],43.466874,-80.524635,covid-19,['https://kitchener.ctvnews.ca/masks-in-waterloo-region-what-you-need-to-know-as-we-head-into-stage-3-1.5027300']
mask wear face cover mandatori public,6,"['U.S. divided over mask wearing, schools reopening as COVID-19 cases surge']",['https://torontosun.com/news/world/georgia-governor-urges-people-to-wear-masks-but-opposes-a-mandate/wcm/d9850d63-966c-414b-983b-258a8815f2c4'],39.7837304,-100.4458825,covid-19,['https://torontosun.com/news/world/georgia-governor-urges-people-to-wear-masks-but-opposes-a-mandate/wcm/d9850d63-966c-414b-983b-258a8815f2c4']
reopen stage restaur ontario open park citi theatr,7,"['PHOTOS: Otter Co-op opens in east Abbotsford – Maple Ridge News', 'Sport Abbotsford calls for opening of Centennial Outdoor Pool – Abbotsford News', 'Council hearing into these seven proposed Abbotsford pot shops set for Monday – Abbotsford News', 'City of Abbotsford offers free summer art and recreation programs – Abbotsford News']","['https://www.mapleridgenews.com/community/photos-otter-co-op-opens-in-east-abbotsford/', 'https://www.abbynews.com/sports/sport-abbotsford-calls-for-opening-of-centennial-outdoor-pool/', 'https://www.abbynews.com/news/council-hearing-into-these-seven-proposed-abbotsford-pot-shops-set-for-monday/', 'https://www.abbynews.com/community/city-of-abbotsford-offers-free-summer-art-and-recreation-programs/']",49.0521162,-122.32947920000001,covid-19,"['https://www.mapleridgenews.com/community/photos-otter-co-op-opens-in-east-abbotsford/', 'https://www.abbynews.com/sports/sport-abbotsford-calls-for-opening-of-centennial-outdoor-pool/', 'https://www.abbynews.com/news/council-hearing-into-these-seven-proposed-abbotsford-pot-shops-set-for-monday/', 'https://www.abbynews.com/community/city-of-abbotsford-offers-free-summer-art-and-recreation-programs/']"
reopen stage restaur ontario open park citi theatr,7,"[""Calaway Park officially reopens following COVID-19-related delay of season's start"", 'Chestermere, Alta. asks province for more help in controlling beach crowds']","['https://calgary.ctvnews.ca/calaway-park-officially-reopens-following-covid-19-related-delay-of-season-s-start-1.5028120', 'https://calgary.ctvnews.ca/chestermere-alta-asks-province-for-more-help-in-controlling-beach-crowds-1.5027364']",55.001251,-115.00213600000001,covid-19,"['https://calgary.ctvnews.ca/calaway-park-officially-reopens-following-covid-19-related-delay-of-season-s-start-1.5028120', 'https://calgary.ctvnews.ca/chestermere-alta-asks-province-for-more-help-in-controlling-beach-crowds-1.5027364']"
reopen stage restaur ontario open park citi theatr,7,"[""‘It's been rough,’ Long-time Barrie buffet owners make significant change to reopen""]",['http://barrie.ctvnews.ca/it-s-been-rough-long-time-barrie-buffet-owners-make-significant-change-to-reopen-1.5027484'],44.389311299999996,-79.6901736,covid-19,['http://barrie.ctvnews.ca/it-s-been-rough-long-time-barrie-buffet-owners-make-significant-change-to-reopen-1.5027484']
reopen stage restaur ontario open park citi theatr,7,"[""Demand for Vancouver's outdoor pools crashes park board website"", 'B.C. ends short experiment with growler fills at restaurants – Maple Ridge News', 'COVID-19: Here’s a phase-by-phase look at how B.C. hopes to re-open parts of society – Maple Ridge News', ""Here's what's open again in the Lower Mainland as COVID-19 restrictions lift"", 'Drive-in movies coming to Cloverdale – North Delta Reporter']","['https://bc.ctvnews.ca/demand-for-vancouver-s-outdoor-pools-crashes-park-board-website-1.5021163', 'https://www.mapleridgenews.com/trending-now/b-c-ends-short-experiment-with-growler-fills-at-restaurants/', 'https://www.mapleridgenews.com/news/covid-19-heres-a-phase-by-phase-look-at-how-b-c-hopes-to-re-open-parts-of-society/', 'https://bc.ctvnews.ca/here-s-what-s-open-again-in-the-lower-mainland-as-covid-19-restrictions-lift-1.4998509', 'https://www.northdeltareporter.com/entertainment/drive-in-movies-coming-to-cloverdale/']",55.001251,-125.00244099999999,covid-19,"['https://bc.ctvnews.ca/demand-for-vancouver-s-outdoor-pools-crashes-park-board-website-1.5021163', 'https://www.mapleridgenews.com/trending-now/b-c-ends-short-experiment-with-growler-fills-at-restaurants/', 'https://www.mapleridgenews.com/news/covid-19-heres-a-phase-by-phase-look-at-how-b-c-hopes-to-re-open-parts-of-society/', 'https://bc.ctvnews.ca/here-s-what-s-open-again-in-the-lower-mainland-as-covid-19-restrictions-lift-1.4998509', 'https://www.northdeltareporter.com/entertainment/drive-in-movies-coming-to-cloverdale/']"
reopen stage restaur ontario open park citi theatr,7,['Ways to explore Metro Vancouver with Lyft this summer – Maple Ridge News'],['https://www.mapleridgenews.com/marketplace/ways-to-explore-metro-vancouver-with-lyft-this-summer/'],49.2433804,-122.9725459,covid-19,['https://www.mapleridgenews.com/marketplace/ways-to-explore-metro-vancouver-with-lyft-this-summer/']
reopen stage restaur ontario open park citi theatr,7,['Dining In: Little Mushroom provides a super supper break from COVID kitchen duties'],['https://www.therecord.com/life/food-wine/review/2020/07/02/dining-in-little-mushroom-provides-a-super-supper-break-from-covid-kitchen-duties.html'],52.2034823,0.1235817,covid-19,['https://www.therecord.com/life/food-wine/review/2020/07/02/dining-in-little-mushroom-provides-a-super-supper-break-from-covid-kitchen-duties.html']
reopen stage restaur ontario open park citi theatr,7,"[""Toronto residents urged to 'think very carefully' about avoiding packed beaches""]",['https://toronto.ctvnews.ca/toronto-residents-urged-to-think-very-carefully-about-avoiding-packed-beaches-1.5028535'],43.6370261,-79.34379126722979,covid-19,['https://toronto.ctvnews.ca/toronto-residents-urged-to-think-very-carefully-about-avoiding-packed-beaches-1.5028535']
reopen stage restaur ontario open park citi theatr,7,"[""'My heart is full': North Bay residents replace money stolen from donation box to support LGBTQ+ space""]",['https://northernontario.ctvnews.ca/my-heart-is-full-north-bay-residents-replace-money-stolen-from-donation-box-to-support-lgbtq-space-1.5027318'],33.894927,-118.226624,covid-19,['https://northernontario.ctvnews.ca/my-heart-is-full-north-bay-residents-replace-money-stolen-from-donation-box-to-support-lgbtq-space-1.5027318']
reopen stage restaur ontario open park citi theatr,7,"['Cornwallis statue, park and street need to go: Halifax task force']",['https://atlantic.ctvnews.ca/cornwallis-statue-park-and-street-need-to-go-halifax-task-force-1.5028757'],44.6531081,-65.6304344,covid-19,['https://atlantic.ctvnews.ca/cornwallis-statue-park-and-street-need-to-go-halifax-task-force-1.5028757']
reopen stage restaur ontario open park citi theatr,7,"['‘Made in the Cowichan Valley’ coming to a wine bottle near you – Maple Ridge News', '‘Made in the Cowichan Valley’ coming to a wine bottle near you – Langley Advance Times']","['https://www.mapleridgenews.com/trending-now/made-in-the-cowichan-valley-coming-to-a-wine-bottle-near-you/', 'https://www.langleyadvancetimes.com/trending-now/made-in-the-cowichan-valley-coming-to-a-wine-bottle-near-you/']",48.8359655,-124.15027990000002,covid-19,"['https://www.mapleridgenews.com/trending-now/made-in-the-cowichan-valley-coming-to-a-wine-bottle-near-you/', 'https://www.langleyadvancetimes.com/trending-now/made-in-the-cowichan-valley-coming-to-a-wine-bottle-near-you/']"
reopen stage restaur ontario open park citi theatr,7,['White Rock artists walk on hold due to COVID-19 pandemic – North Delta Reporter'],['https://www.northdeltareporter.com/entertainment/white-rock-artists-walk-on-hold-due-to-covid-19-pandemic/'],-122.798996,49.102505,covid-19,['https://www.northdeltareporter.com/entertainment/white-rock-artists-walk-on-hold-due-to-covid-19-pandemic/']
reopen stage restaur ontario open park citi theatr,7,['Renting in Abbotsford? Your next home is close to everything! – Abbotsford News'],['https://www.abbynews.com/marketplace/renting-in-abbotsford-your-next-home-is-close-to-everything/'],49.0521162,-122.32947920000001,covid-19,['https://www.abbynews.com/marketplace/renting-in-abbotsford-your-next-home-is-close-to-everything/']
reopen stage restaur ontario open park citi theatr,7,['Fort Malden to reopen on weekends'],['http://windsor.ctvnews.ca/fort-malden-to-reopen-on-weekends-1.5028614'],42.1071799,-83.1133054,covid-19,['http://windsor.ctvnews.ca/fort-malden-to-reopen-on-weekends-1.5028614']
reopen stage restaur ontario open park citi theatr,7,"[""Sun's back for a day! This is your Edmonton forecast""]",['https://edmonton.ctvnews.ca/edmonton-area-weather/sun-s-back-for-a-day-this-is-your-edmonton-forecast-1.5028145'],56.729199699999995,-111.38852209999999,covid-19,['https://edmonton.ctvnews.ca/edmonton-area-weather/sun-s-back-for-a-day-this-is-your-edmonton-forecast-1.5028145']
reopen stage restaur ontario open park citi theatr,7,['Fredericton midway: much-needed normalcy or too risky for a pandemic?'],['https://atlantic.ctvnews.ca/fredericton-midway-much-needed-normalcy-or-too-risky-for-a-pandemic-1.5026223'],45.966425,-66.645813,covid-19,['https://atlantic.ctvnews.ca/fredericton-midway-much-needed-normalcy-or-too-risky-for-a-pandemic-1.5026223']
reopen stage restaur ontario open park citi theatr,7,['Dining In: Sahar’s Kitchen turns out tasty dishes that satisfy faraway cravings'],['https://www.therecord.com/life/food-wine/review/2020/06/18/dining-in-sahars-kitchen-turns-out-tasty-dishes-that-satisfy-faraway-cravings.html'],22.2793278,114.16281310000001,covid-19,['https://www.therecord.com/life/food-wine/review/2020/06/18/dining-in-sahars-kitchen-turns-out-tasty-dishes-that-satisfy-faraway-cravings.html']
reopen stage restaur ontario open park citi theatr,7,['Several playgrounds now open in Innisfil'],['http://barrie.ctvnews.ca/several-playgrounds-now-open-in-innisfil-1.5028706'],44.3150892,-79.5461073,covid-19,['http://barrie.ctvnews.ca/several-playgrounds-now-open-in-innisfil-1.5028706']
reopen stage restaur ontario open park citi theatr,7,"['Waterloo Region death notices for Monday', 'Premier Doug Ford visits Kitchener and Cambridge']","['https://www.therecord.com/news/waterloo-region/2020/07/13/waterloo-region-death-notices-for-monday.html', 'https://www.therecord.com/news/waterloo-region/2020/07/14/premier-doug-ford-visits-kitchener-and-cambridge.html']",-80.486177,43.448732,covid-19,"['https://www.therecord.com/news/waterloo-region/2020/07/13/waterloo-region-death-notices-for-monday.html', 'https://www.therecord.com/news/waterloo-region/2020/07/14/premier-doug-ford-visits-kitchener-and-cambridge.html']"
reopen stage restaur ontario open park citi theatr,7,['Exploring Mountain Peaks and Towns in Southeastern BC – Chilliwack Progress'],['https://www.theprogress.com/marketplace/exploring-mountain-peaks-and-towns-in-southeastern-bc/'],0.0,0.0,covid-19,['https://www.theprogress.com/marketplace/exploring-mountain-peaks-and-towns-in-southeastern-bc/']
reopen stage restaur ontario open park citi theatr,7,['Pride Flag set to fly across Elgin County for Pride Week'],['http://london.ctvnews.ca/pride-flag-set-to-fly-across-elgin-county-for-pride-week-1.5028073'],51.5073219,-0.1276474,covid-19,['http://london.ctvnews.ca/pride-flag-set-to-fly-across-elgin-county-for-pride-week-1.5028073']
reopen stage restaur ontario open park citi theatr,7,['Gyms working out new ways to stay active in the age of COVID-19'],['https://www.therecord.com/ts/business/2020/07/14/gyms-working-out-new-ways-to-stay-active-in-the-age-of-covid-19.html'],43.6388951,-79.41795309999999,covid-19,['https://www.therecord.com/ts/business/2020/07/14/gyms-working-out-new-ways-to-stay-active-in-the-age-of-covid-19.html']
reopen stage restaur ontario open park citi theatr,7,"['Long-time London family business shutting its doors due to Stage 3 COVID-19 restrictions', ""Joe Kool's set to reopen with unique 'regular customers'"", 'London the bear released back to the wild in northeastern Ontario', 'City of London to begin reopening playgrounds Saturday', 'Syrian refugee family beats the odds to open new London restaurant']","['http://london.ctvnews.ca/long-time-london-family-business-shutting-its-doors-due-to-stage-3-covid-19-restrictions-1.5025572', 'http://london.ctvnews.ca/joe-kool-s-set-to-reopen-with-unique-regular-customers-1.5027408', 'http://london.ctvnews.ca/london-the-bear-released-back-to-the-wild-in-northeastern-ontario-1.5026823', 'http://london.ctvnews.ca/city-of-london-to-begin-reopening-playgrounds-saturday-1.5028644', 'http://london.ctvnews.ca/syrian-refugee-family-beats-the-odds-to-open-new-london-restaurant-1.5028656']",51.5073219,-0.1276474,covid-19,"['http://london.ctvnews.ca/long-time-london-family-business-shutting-its-doors-due-to-stage-3-covid-19-restrictions-1.5025572', 'http://london.ctvnews.ca/joe-kool-s-set-to-reopen-with-unique-regular-customers-1.5027408', 'http://london.ctvnews.ca/london-the-bear-released-back-to-the-wild-in-northeastern-ontario-1.5026823', 'http://london.ctvnews.ca/city-of-london-to-begin-reopening-playgrounds-saturday-1.5028644', 'http://london.ctvnews.ca/syrian-refugee-family-beats-the-odds-to-open-new-london-restaurant-1.5028656']"
